,,,,,,,,,,,,,,,,,,,,,,,,,,
,,655,7.578,7.578,655,-0.1455634236,0.0000,1.19,0.00,,655,0.00103472895,1.00,0.01,,,,655,-0.09027346969,0,1.11,0.00,,,,
,,654,9.80666666666667,9.80666666666667,654,-0.1454558372,0.0000,1.19,0.00,,654,0.0012534454,1.00,0.01,,,,654,-0.09023422748,0,1.11,0.00,,,,
,,653,16.522,16.522,653,-0.145522058,0.0000,1.19,0.00,,653,0.001976977801,1.00,0.03,,,,653,-0.09034731239,0,1.11,0.00,,,,
,,652,19.244,19.244,652,-0.1447908133,0.0000,1.19,0.00,,652,0.001601927099,1.00,0.03,,,,652,-0.09043968469,0,1.11,0.00,,,,
,,651,11.4883333333333,11.4883333333333,651,-0.1409147084,0.0000,1.18,0.00,,651,0.001794701559,1.00,0.02,,,,651,-0.09040424228,0,1.11,0.00,,,,
,,650,25.768,25.768,650,-0.1402706057,0.0000,1.18,0.00,,650,0.001346628647,1.00,0.03,,,,650,-0.09062045813,0,1.11,0.00,,,,
,,649,20.11,20.11,649,-0.1409487724,0.0000,1.18,0.00,,649,0.001255626092,1.00,0.03,,,,649,-0.09057594836,0,1.11,0.00,,,,
,,648,18.0633333333333,18.0633333333333,648,-0.1411959529,0.0000,1.18,0.00,,648,0.001216582721,1.00,0.02,,,,648,-0.09066991508,0,1.11,0.00,,,,
,,647,11.31,11.31,647,-0.1415926218,0.0000,1.18,0.00,,647,0.001266477979,1.00,0.01,,,,647,-0.09073545039,0,1.11,0.00,,,,
,,646,24.49,24.49,646,-0.1416851282,0.0000,1.18,0.00,,646,0.00114766811,1.00,0.03,,,,646,-0.09087738395,0,1.11,0.00,,,,
,,645,20.365,20.365,645,-0.1422112584,0.0000,1.18,0.00,,645,0.001209002803,1.00,0.02,,,,645,-0.0908696577,0,1.11,0.00,,,,
,,644,17.242,17.242,644,-0.1421299726,0.0000,1.18,0.00,,644,0.001112475293,1.00,0.02,,,,644,-0.0909166038,0,1.11,0.00,,,,
,,643,26.08,26.08,643,-0.1424020082,0.0000,1.18,0.00,,643,0.001187821501,1.00,0.03,,,,643,-0.09098844975,0,1.11,0.00,,,,
,,642,14.3333333333333,14.3333333333333,642,-0.1424159855,0.0000,1.18,0.00,,642,0.001141542918,1.00,0.02,,,,642,-0.09111972153,0,1.11,0.00,,,,
,,641,27.856,27.856,641,-0.1428111643,0.0000,1.18,0.00,,641,0.001138220774,1.00,0.03,,,,641,-0.09116383642,0,1.11,0.00,,,,
,,640,19.004,19.004,640,-0.1435709298,0.0000,1.18,0.00,,640,0.001027930761,1.00,0.02,,,,640,-0.09110305458,0,1.11,0.00,,,,
,,639,25.1266666666667,25.1266666666667,639,-0.1437737346,0.0000,1.19,0.00,,639,0.0007836017176,1.00,0.02,,,,639,-0.09123525769,0,1.11,0.00,,,,
,,638,18.718,18.718,638,-0.1440365165,0.0000,1.19,0.00,,638,0.001673928113,1.00,0.03,,,,638,-0.09110683948,0,1.11,0.00,,,,
,,637,25.274,25.274,637,-0.143452704,0.0000,1.18,0.00,,637,0.00175184093,1.00,0.04,,,,637,-0.09120617807,0,1.11,0.00,,,,
,,636,24.9083333333333,24.9083333333333,636,-0.1434669197,0.0000,1.18,0.00,,636,0.001478427905,1.00,0.04,,,,636,-0.09120491892,0,1.11,0.00,,,,
,,635,31.972,31.972,635,-0.1435454935,0.0000,1.18,0.00,,635,0.001299554249,1.00,0.04,,,,635,-0.09133071452,0,1.11,0.00,,,,
,,634,15.53,15.53,634,-0.1434458494,0.0000,1.18,0.00,,634,0.001171754557,1.00,0.02,,,,634,-0.0912674889,0,1.11,0.00,,,,
,,633,30.61,30.61,633,-0.1435799301,0.0000,1.18,0.00,,633,0.001205680193,1.00,0.04,,,,633,-0.09132840484,0,1.11,0.00,,,,
,,632,25.142,25.142,632,-0.1434545219,0.0000,1.18,0.00,,632,0.00127538282,1.00,0.03,,,,632,-0.09144607186,0,1.11,0.00,,,,
,,631,48.66,48.66,631,-0.1435306817,0.0000,1.18,0.00,,631,0.001188781927,1.00,0.06,,,,631,-0.09127130359,0,1.11,0.00,,,,
,,630,38.9166666666667,38.9166666666667,630,-0.1434521377,0.0000,1.18,0.00,,630,0.001184810535,1.00,0.05,,,,630,-0.09130520374,0,1.11,0.00,,,,
,,629,25.888,25.888,629,-0.1436442137,0.0000,1.19,0.00,,629,0.000734643545,1.00,0.02,,,,629,-0.09121087939,0,1.11,0.00,,,,
,,628,31.184,31.184,628,-0.143746689,0.0000,1.19,0.00,,628,0.0008633002872,1.00,0.03,,,,628,-0.0913528204,0,1.11,0.00,,,,
,,627,18.606,18.606,627,-0.143621698,0.0000,1.18,0.00,,627,0.001066048979,1.00,0.02,,,,627,-0.09114981443,0,1.11,0.00,,,,
,,626,40.2333333333333,40.2333333333333,626,-0.1437765956,0.0000,1.19,0.00,,626,0.00106879964,1.00,0.04,,,,626,-0.09122862667,0,1.11,0.00,,,,
,,625,30.482,30.482,625,-0.1437739879,0.0000,1.19,0.00,,625,0.0009982999181,1.00,0.03,,,,625,-0.09116605669,0,1.11,0.00,,,,
,,624,25.696,25.696,624,-0.1435786337,0.0000,1.18,0.00,,624,0.001940469607,1.00,0.05,,,,624,-0.09106372297,0,1.11,0.00,,,,
,,623,44.0416666666667,44.0416666666667,623,-0.1438141018,0.0000,1.19,0.00,,623,0.001594756148,1.00,0.07,,,,623,-0.09111279994,0,1.11,0.00,,,,
,,622,44.206,44.206,622,-0.1435344368,0.0000,1.18,0.00,,622,0.0006364325527,1.00,0.03,,,,622,-0.09096359462,0,1.11,0.00,,,,
,,621,36.654,36.654,621,-0.1428031176,0.0000,1.18,0.00,,621,0.001053074375,1.00,0.04,,,,621,-0.09078977257,0,1.11,0.00,,,,
,,620,22.712,22.712,620,-0.1395861357,0.0000,1.18,0.00,,620,0.001197114121,1.00,0.03,,,,620,-0.09078388661,0,1.11,0.00,,,,
,,619,46.97,46.97,619,-0.1384867728,0.0000,1.18,0.00,,619,0.001212896546,1.00,0.06,,,,619,-0.09082971513,0,1.11,0.00,,,,
,,618,35.206,35.206,618,-0.1386478394,0.0000,1.18,0.00,,618,0.001119352644,1.00,0.04,,,,618,-0.09056662023,0,1.11,0.00,,,,
,,617,43.968,43.968,617,-0.1390232146,0.0000,1.18,0.00,,617,0.001247292734,1.00,0.05,,,,617,-0.09045448154,0,1.11,0.00,,,,
,,616,44.978,44.978,616,-0.1395888776,0.0000,1.18,0.00,,616,0.002061889507,1.00,0.09,,,,616,-0.09042627364,0,1.11,0.00,,,,
,,615,32.2366666666667,32.2366666666667,615,-0.139622286,0.0000,1.18,0.00,,615,0.001889248961,1.00,0.06,,,,615,-0.09019856155,0,1.11,0.00,,,,
,,614,39.182,39.182,614,-0.1398693323,0.0000,1.18,0.00,,614,0.001853086054,1.00,0.07,,,,614,-0.0902018398,0,1.11,0.00,,,,
,,613,45.16,45.16,613,-0.1398763061,0.0000,1.18,0.00,,613,0.001432066434,1.00,0.06,,,,613,-0.09001904726,0,1.11,0.00,,,,
,,612,28.998,28.998,612,-0.1401880682,0.0000,1.18,0.00,,612,0.00132219505,1.00,0.04,,,,612,-0.08989930898,0,1.11,0.00,,,,
,,611,44.2766666666667,44.2766666666667,611,-0.1400392801,0.0000,1.18,0.00,,611,0.001259598183,1.00,0.06,,,,611,-0.08991004527,0,1.11,0.00,,,,
,,610,40.83,40.83,610,-0.1403034776,0.0000,1.18,0.00,,610,0.001108971774,1.00,0.05,,,,610,-0.08977769315,0,1.11,0.00,,,,
,,609,32.204,32.204,609,-0.1402491033,0.0000,1.18,0.00,,609,0.0009462562739,1.00,0.03,,,,609,-0.08958485723,0,1.11,0.00,,,,
,,608,47.65,47.65,608,-0.1403815001,0.0000,1.18,0.00,,608,0.001025595469,1.00,0.05,,,,608,-0.08959838003,0,1.11,0.00,,,,
,,607,57.562,57.562,607,-0.140442282,0.0000,1.18,0.00,,607,0.0009640012286,1.00,0.06,,,,607,-0.08957158774,0,1.11,0.00,,,,
,,606,41.858,41.858,606,-0.1405523866,0.0000,1.18,0.00,,606,0.00112874771,1.00,0.05,,,,606,-0.08952882886,0,1.11,0.00,,,,
,,605,29.018,29.018,605,-0.1404889673,0.0000,1.18,0.00,,605,0.0009174092556,1.00,0.03,,,,605,-0.08942455053,0,1.11,0.00,,,,
,,604,37.174,37.174,604,-0.1407617182,0.0000,1.18,0.00,,604,0.001128643868,1.00,0.04,,,,604,-0.08941949904,0,1.11,0.00,,,,
,,603,30.885,30.885,603,-0.1416984349,0.0000,1.18,0.00,,603,0.001060547656,1.00,0.03,,,,603,-0.08961227536,0,1.11,0.00,,,,
,,602,29.038,29.038,602,-0.1409649402,0.0000,1.18,0.00,,602,0.001072380692,1.00,0.03,,,,602,-0.08943551034,0,1.11,0.00,,,,
,,601,39.456,39.456,601,-0.141247198,0.0000,1.18,0.00,,601,0.0008205055492,1.00,0.03,,,,601,-0.08959046006,0,1.11,0.00,,,,
,,600,54.472,54.472,600,-0.1408160478,0.0000,1.18,0.00,,600,0.0009574635187,1.00,0.05,,,,600,-0.08934456855,0,1.11,0.00,,,,
,,599,37.3183333333333,37.3183333333333,599,-0.140737161,0.0000,1.18,0.00,,599,0.001005045837,1.00,0.04,,,,599,-0.0894991681,0,1.11,0.00,,,,
,,598,54.684,54.684,598,-0.1406511515,0.0000,1.18,0.00,,598,0.0009514188278,1.00,0.05,,,,598,-0.08944692463,0,1.11,0.00,,,,
,,597,50.72,50.72,597,-0.1406022459,0.0000,1.18,0.00,,597,0.001102769165,1.00,0.06,,,,597,-0.08946921676,0,1.11,0.00,,,,
,,596,42.214,42.214,596,-0.1407597363,0.0000,1.18,0.00,,596,0.001007536543,1.00,0.04,,,,596,-0.08936133981,0,1.11,0.00,,,,
,,595,50.1883333333333,50.1883333333333,595,-0.1405844837,0.0000,1.18,0.00,,595,0.001850954373,1.00,0.09,,,,595,-0.08930271864,0,1.11,0.00,,,,
,,594,41.428,41.428,594,-0.1407054067,0.0000,1.18,0.00,,594,0.001384878764,1.00,0.06,,,,594,-0.08945383877,0,1.11,0.00,,,,
,,593,40.792,40.792,593,-0.1404975504,0.0000,1.18,0.00,,593,0.0009951086249,1.00,0.04,,,,593,-0.08939159662,0,1.11,0.00,,,,
,,592,42.482,42.482,592,-0.1404481679,0.0000,1.18,0.00,,592,0.001071264851,1.00,0.05,,,,592,-0.08940900117,0,1.11,0.00,,,,
,,591,47.264,47.264,591,-0.1401551068,0.0000,1.18,0.00,,591,0.001146240626,1.00,0.05,,,,591,-0.08932724595,0,1.11,0.00,,,,
,,590,42.25,42.25,590,-0.1373113096,0.0000,1.18,0.00,,590,0.001253938652,1.00,0.05,,,,590,-0.08934920281,0,1.11,0.00,,,,
,,589,30.166,30.166,589,-0.1348714083,0.0000,1.17,0.00,,589,0.001273617381,1.00,0.04,,,,589,-0.08925382048,0,1.11,0.00,,,,
,,588,34.98,34.98,588,-0.1357648373,0.0000,1.17,0.00,,588,0.001099966466,1.00,0.04,,,,588,-0.08927632868,0,1.11,0.00,,,,
,,587,59.362,59.362,587,-0.1360106766,0.0000,1.17,0.00,,587,0.001296853996,1.00,0.08,,,,587,-0.08938156813,0,1.11,0.00,,,,
,,586,38.774,38.774,586,-0.136635527,0.0000,1.17,0.00,,586,0.001440844848,1.00,0.06,,,,586,-0.0893201232,0,1.11,0.00,,,,
,,585,24.785,24.785,585,-0.136921227,0.0000,1.18,0.00,,585,0.001447467715,1.00,0.04,,,,585,-0.0894459188,0,1.11,0.00,,,,
,,584,40.488,40.488,584,-0.1369496584,0.0000,1.18,0.00,,584,0.00119610189,1.00,0.05,,,,584,-0.08947780728,0,1.11,0.00,,,,
,,583,31.962,31.962,583,-0.1373562217,0.0000,1.18,0.00,,583,0.001129604178,1.00,0.04,,,,583,-0.08961395919,0,1.11,0.00,,,,
,,582,53.318,53.318,582,-0.137163654,0.0000,1.18,0.00,,582,0.001151950564,1.00,0.06,,,,582,-0.0895260945,0,1.11,0.00,,,,
,,581,32.59,32.59,581,-0.1374593377,0.0000,1.18,0.00,,581,0.001334113069,1.00,0.04,,,,581,-0.08963266015,0,1.11,0.00,,,,
,,580,30.23,30.23,580,-0.1373341084,0.0000,1.18,0.00,,580,0.001383528463,1.00,0.04,,,,580,-0.08958435059,0,1.11,0.00,,,,
,,579,42.376,42.376,579,-0.1374731362,0.0000,1.18,0.00,,579,0.001134249847,1.00,0.05,,,,579,-0.08956956863,0,1.11,0.00,,,,
,,578,46.954,46.954,578,-0.1374751031,0.0000,1.18,0.00,,578,0.001205576351,1.00,0.06,,,,578,-0.08955848962,0,1.11,0.00,,,,
,,577,40.726,40.726,577,-0.1374066323,0.0000,1.18,0.00,,577,0.001137312385,1.00,0.05,,,,577,-0.08966016024,0,1.11,0.00,,,,
,,576,35.114,35.114,576,-0.1374379843,0.0000,1.18,0.00,,576,0.001321571879,1.00,0.05,,,,576,-0.08955629915,0,1.11,0.00,,,,
,,575,37.24,37.24,575,-0.1375860423,0.0000,1.18,0.00,,575,0.002004256938,1.00,0.07,,,,575,-0.08953573555,0,1.11,0.00,,,,
,,574,32.7366666666667,32.7366666666667,574,-0.1371520311,0.0000,1.18,0.00,,574,0.001171365147,1.00,0.04,,,,574,-0.08964592963,0,1.11,0.00,,,,
,,573,23.78,23.78,573,-0.1374800503,0.0000,1.18,0.00,,573,0.0009576969896,1.00,0.02,,,,573,-0.08951084316,0,1.11,0.00,,,,
,,572,47.998,47.998,572,-0.137260288,0.0000,1.18,0.00,,572,0.001081385417,1.00,0.05,,,,572,-0.08969338983,0,1.11,0.00,,,,
,,571,42.19,42.19,571,-0.1373103708,0.0000,1.18,0.00,,571,0.001130304881,1.00,0.05,,,,571,-0.08952655643,0,1.11,0.00,,,,
,,570,43.24,43.24,570,-0.1373097301,0.0000,1.18,0.00,,570,0.001114759129,1.00,0.05,,,,570,-0.08957963437,0,1.11,0.00,,,,
,,569,35.9,35.9,569,-0.1327684671,0.0000,1.17,0.00,,569,0.0008672946715,1.00,0.03,,,,569,-0.08515097946,0,1.10,0.00,,,,
,,568,35.8733333333333,35.8733333333333,568,-0.1326924562,0.0000,1.17,0.00,,568,0.0007677571266,1.00,0.03,,,,568,-0.08494654298,0,1.10,0.00,,,,
,,567,27.032,27.032,567,-0.1327675879,0.0000,1.17,0.00,,567,0.001254198258,1.00,0.03,,,,567,-0.08506454527,0,1.10,0.00,,,,
,,566,23.404,23.404,566,-0.1327231973,0.0000,1.17,0.00,,566,0.0009759872919,1.00,0.02,,,,566,-0.08494326472,0,1.10,0.00,,,,
,,565,36.708,36.708,565,-0.1327783018,0.0000,1.17,0.00,,565,0.001130460645,1.00,0.04,,,,565,-0.08485457301,0,1.10,0.00,,,,
,,564,49.288,49.288,564,-0.1327159107,0.0000,1.17,0.00,,564,0.001834784867,1.00,0.09,,,,564,-0.08482889831,0,1.10,0.00,,,,
,,563,34.448,34.448,563,-0.1326649189,0.0000,1.17,0.00,,563,0.001499000005,1.00,0.05,,,,563,-0.08472821116,0,1.10,0.00,,,,
,,562,32.23,32.23,562,-0.132756725,0.0000,1.17,0.00,,562,0.0008578534471,1.00,0.03,,,,562,-0.08476216346,0,1.10,0.00,,,,
,,561,53.18,53.18,561,-0.1326087266,0.0000,1.17,0.00,,561,0.001010442618,1.00,0.05,,,,561,-0.08469098061,0,1.10,0.00,,,,
,,560,51.99,51.99,560,-0.1325759143,0.0000,1.17,0.00,,560,0.00110323634,1.00,0.06,,,,560,-0.08457565308,0,1.10,0.00,,,,
,,559,55.318,55.318,559,-0.132492587,0.0000,1.17,0.00,,559,0.00124181516,1.00,0.07,,,,559,-0.08453712612,0,1.10,0.00,,,,
,,558,39.072,39.072,558,-0.1324145347,0.0000,1.17,0.00,,558,0.001588390791,1.00,0.06,,,,558,-0.08452945948,0,1.10,0.00,,,,
,,557,29.602,29.602,557,-0.1322207302,0.0000,1.17,0.00,,557,0.001269229921,1.00,0.04,,,,557,-0.08435431868,0,1.10,0.00,,,,
,,556,50.958,50.958,556,-0.1322689056,0.0000,1.17,0.00,,556,0.001192701398,1.00,0.06,,,,556,-0.08438237011,0,1.10,0.00,,,,
,,555,43.49,43.49,555,-0.1320249885,0.0000,1.17,0.00,,555,0.001693495899,1.00,0.07,,,,555,-0.08430746198,0,1.10,0.00,,,,
,,554,27.914,27.914,554,-0.132056132,0.0000,1.17,0.00,,554,0.001357690548,1.00,0.04,,,,554,-0.08421382308,0,1.10,0.00,,,,
,,553,40.34,40.34,553,-0.1317876279,0.0000,1.17,0.00,,553,0.0007710245554,1.00,0.03,,,,553,-0.08423330635,0,1.10,0.00,,,,
,,552,29.238,29.238,552,-0.1316878647,0.0000,1.17,0.00,,552,0.00160093978,1.00,0.05,,,,552,-0.08405954391,0,1.10,0.00,,,,
,,551,37.044,37.044,551,-0.1316289455,0.0000,1.17,0.00,,551,0.001860001241,1.00,0.07,,,,551,-0.08406704664,0,1.10,0.00,,,,
,,550,34.446,34.446,550,-0.1314499229,0.0000,1.17,0.00,,550,0.001070123049,1.00,0.04,,,,550,-0.08392518014,0,1.10,0.00,,,,
,,549,27,27,549,-0.1314874887,0.0000,1.17,0.00,,549,0.001270216424,1.00,0.03,,,,549,-0.08393985778,0,1.10,0.00,,,,
,,548,38.128,38.128,548,-0.1311161667,0.0000,1.17,0.00,,548,0.002600144362,1.00,0.10,,,,548,-0.08369920403,0,1.10,0.00,,,,
,,547,34.69,34.69,547,-0.1311906129,0.0000,1.17,0.00,,547,0.002347251633,1.00,0.08,,,,547,-0.08380755037,0,1.10,0.00,,,,
,,546,31.756,31.756,546,-0.1308808327,0.0000,1.17,0.00,,546,0.001744303736,1.00,0.06,,,,546,-0.08373318613,0,1.10,0.00,,,,
,,545,40.51,40.51,545,-0.1308805197,0.0000,1.17,0.00,,545,0.001524300897,1.00,0.06,,,,545,-0.08349006623,0,1.10,0.00,,,,
,,544,35.612,35.612,544,-0.1307085901,0.0000,1.17,0.00,,544,0.001402122318,1.00,0.05,,,,544,-0.083568573,0,1.10,0.00,,,,
,,543,38.742,38.742,543,-0.1305574179,0.0000,1.17,0.00,,543,0.001500896295,1.00,0.06,,,,543,-0.08344665915,0,1.10,0.00,,,,
,,542,46.694,46.694,542,-0.1304269135,0.0000,1.17,0.00,,542,0.001315963455,1.00,0.06,,,,542,-0.0834363699,0,1.10,0.00,,,,
,,541,25.798,25.798,541,-0.1301777363,0.0000,1.17,0.00,,541,0.001363481162,1.00,0.04,,,,541,-0.08328347653,0,1.10,0.00,,,,
,,540,24.866,24.866,540,-0.1302530766,0.0000,1.17,0.00,,540,0.001368960366,1.00,0.03,,,,540,-0.08332318068,0,1.10,0.00,,,,
,,539,30.932,30.932,539,-0.1297823787,0.0000,1.17,0.00,,539,0.001403342932,1.00,0.04,,,,539,-0.08326727897,0,1.10,0.00,,,,
,,538,28.7733333333333,28.7733333333333,538,-0.1298528016,0.0000,1.17,0.00,,538,0.001296516508,1.00,0.04,,,,538,-0.08319637179,0,1.10,0.00,,,,
,,537,50.676,50.676,537,-0.1295067072,0.0000,1.16,0.00,,537,0.001343434793,1.00,0.07,,,,537,-0.08307260275,0,1.10,0.00,,,,
,,536,43.4,43.4,536,-0.1294157207,0.0000,1.16,0.00,,536,0.001317729126,1.00,0.06,,,,536,-0.0830367282,0,1.10,0.00,,,,
,,535,37.796,37.796,535,-0.1293492615,0.0000,1.16,0.00,,535,0.001246410073,1.00,0.05,,,,535,-0.08291013539,0,1.10,0.00,,,,
,,534,29.584,29.584,534,-0.1290655881,0.0000,1.16,0.00,,534,0.00130555185,1.00,0.04,,,,534,-0.08287924528,0,1.10,0.00,,,,
,,533,29.452,29.452,533,-0.1290118098,0.0000,1.16,0.00,,533,0.001163682318,1.00,0.03,,,,533,-0.08285178244,0,1.10,0.00,,,,
,,532,37.486,37.486,532,-0.1279371977,0.0000,1.16,0.00,,532,0.001315522124,1.00,0.05,,,,532,-0.08282046765,0,1.10,0.00,,,,
,,531,18.126,18.126,531,-0.1262464821,0.0000,1.16,0.00,,531,0.001276421361,1.00,0.02,,,,531,-0.08279269934,0,1.10,0.00,,,,
,,530,36.212,36.212,530,-0.124642536,0.0000,1.16,0.00,,530,0.001230107271,1.00,0.04,,,,530,-0.08265127242,0,1.10,0.00,,,,
,,529,36.732,36.732,529,-0.1244292483,0.0000,1.16,0.00,,529,0.001249187859,1.00,0.05,,,,529,-0.08263538778,0,1.10,0.00,,,,
,,528,25.104,25.104,528,-0.1250373274,0.0000,1.16,0.00,,528,0.001388228731,1.00,0.03,,,,528,-0.08255093545,0,1.10,0.00,,,,
,,527,23.646,23.646,527,-0.1249294728,0.0000,1.16,0.00,,527,0.001407913631,1.00,0.03,,,,527,-0.0824206844,0,1.10,0.00,,,,
,,526,19.5583333333333,19.5583333333333,526,-0.1250438541,0.0000,1.16,0.00,,526,0.001311783213,1.00,0.03,,,,526,-0.08239456266,0,1.10,0.00,,,,
,,525,47.852,47.852,525,-0.1251213253,0.0000,1.16,0.00,,525,0.001331594423,1.00,0.06,,,,525,-0.08234976977,0,1.10,0.00,,,,
,,524,13.268,13.268,524,-0.125105992,0.0000,1.16,0.00,,524,0.001377425855,1.00,0.02,,,,524,-0.08223706484,0,1.10,0.00,,,,
,,523,32.992,32.992,523,-0.1250927895,0.0000,1.16,0.00,,523,0.001217335463,1.00,0.04,,,,523,-0.08221800625,0,1.10,0.00,,,,
,,522,40.276,40.276,522,-0.1249084622,0.0000,1.16,0.00,,522,0.001313444925,1.00,0.05,,,,522,-0.08215107769,0,1.10,0.00,,,,
,,521,38.69,38.69,521,-0.1248172,0.0000,1.16,0.00,,521,0.001327362028,1.00,0.05,,,,521,-0.0820716694,0,1.10,0.00,,,,
,,520,41.388,41.388,520,-0.1248173565,0.0000,1.16,0.00,,520,0.001270424109,1.00,0.05,,,,520,-0.08207561076,0,1.10,0.00,,,,
,,519,23.516,23.516,519,-0.1245533153,0.0000,1.16,0.00,,519,0.001091895509,1.00,0.03,,,,519,-0.08195131272,0,1.10,0.00,,,,
,,518,27.012,27.012,518,-0.1241264269,0.0000,1.16,0.00,,518,0.001257910742,1.00,0.03,,,,518,-0.08190590888,0,1.10,0.00,,,,
,,517,22.154,22.154,517,-0.1240402907,0.0000,1.16,0.00,,517,0.001350212027,1.00,0.03,,,,517,-0.08189429343,0,1.10,0.00,,,,
,,516,29.984,29.984,516,-0.1238319948,0.0000,1.16,0.00,,516,0.001281406148,1.00,0.04,,,,516,-0.08180291951,0,1.10,0.00,,,,
,,515,31.162,31.162,515,-0.123834528,0.0000,1.16,0.00,,515,0.001370024984,1.00,0.04,,,,515,-0.08151490241,0,1.10,0.00,,,,
,,514,30.916,30.916,514,-0.1234918684,0.0000,1.16,0.00,,514,0.001232209965,1.00,0.04,,,,514,-0.08162470162,0,1.10,0.00,,,,
,,513,35.17,35.17,513,-0.1234092638,0.0000,1.16,0.00,,513,0.001198308193,1.00,0.04,,,,513,-0.08150515705,0,1.10,0.00,,,,
,,512,27.836,27.836,512,-0.123260431,0.0000,1.16,0.00,,512,0.001282210927,1.00,0.04,,,,512,-0.08150602132,0,1.10,0.00,,,,
,,511,20.514,20.514,511,-0.1230481341,0.0000,1.16,0.00,,511,0.001299969619,1.00,0.03,,,,511,-0.08142451942,0,1.10,0.00,,,,
,,510,34.0483333333333,34.0483333333333,510,-0.1228303909,0.0000,1.16,0.00,,510,0.001282808022,1.00,0.04,,,,510,-0.08134862781,0,1.10,0.00,,,,
,,509,28.82,28.82,509,-0.1228105724,0.0000,1.16,0.00,,509,0.001215985627,1.00,0.03,,,,509,-0.08130479604,0,1.10,0.00,,,,
,,508,20.584,20.584,508,-0.1222605109,0.0000,1.15,0.00,,508,0.001149770455,1.00,0.02,,,,508,-0.08107444644,0,1.10,0.00,,,,
,,507,34.224,34.224,507,-0.122498922,0.0000,1.16,0.00,,507,0.001310407184,1.00,0.04,,,,507,-0.08118645847,0,1.10,0.00,,,,
,,506,13.8,13.8,506,-0.1221058145,0.0000,1.15,0.00,,506,0.001388098928,1.00,0.02,,,,506,-0.08120947331,0,1.10,0.00,,,,
,,505,30.18,30.18,505,-0.1218697205,0.0000,1.15,0.00,,505,0.00115672627,1.00,0.03,,,,505,-0.08109304309,0,1.10,0.00,,,,
,,504,18.634,18.634,504,-0.1216790453,0.0000,1.15,0.00,,504,0.001038491377,1.00,0.02,,,,504,-0.08109484613,0,1.10,0.00,,,,
,,503,14.918,14.918,503,-0.1215580255,0.0000,1.15,0.00,,503,0.001461986569,1.00,0.02,,,,503,-0.08105837554,0,1.10,0.00,,,,
